Column1,Column3,Column4,Column5,Column7,Column8,Column11,Column12,Column15,Column20
K225CL,95.5,WICKENBURG,AZ,0,0.2,3334-12-47,112-45-19,,K-LOVE
WLTE,95.5,POWDERSVILLE,SC,6,6,34-44-33,82-31-23,,AIR1
W238CP,95.5,WARTBURG,TN,0.25,0.25,36-11-14,84-37-38,,WECO AM 940 FM 95.5
W238CJ,95.5,ATLANTIC BEACH,SC,0.23,0.23,33-50-08,78-47-03,7835,95.5 THE DRIVE
WMFH-LP,95.5,COLUMBUS,MS,0.1,0,33-26-01,88-29-54,,
KYWY,95.5,PINE BLUFFS,WY,9.2,0,41-25-29,104-07-45,,
WRJM-LP,95.5,CULLMAN,AL,0.0154,0,34-11-54,86-49-47,,LIVE 95
WYJR-LP,95.5,MIDDLESBORO,KY,0.1,0,36-36-32,83-44-57,,
K238AN,95.5,AMES,IA,0.025,0.025,42-01-15,93-38-51,,PULSE 101.7
WART-LP,95.5,MARSHALL,NC,0.1,0,35-48-03,82-40-49,,
WJOR-LP,95.5,WHITESVILLE,KY,0.1,0,37-40-52,86-52-17,,ETERNAL WORD NETWORK
WSKR-LP,95.5,JACKSONVILLE,FL,0.1,0,30-16-27,81-30-28,,
W238CG,95.5,WARNER ROBINS,GA,0.25,0.25,32-44-58,83-33-35,588F ( WBML-1350 ),FOX-FM
KNLT,95.5,PALMER,AK,64,0,61-41-39,149-16-02,,95.5 THE PASS
KWAH-LP,95.5,ENNIS,TX,0.1,0,32-18-57,96-37-43,,
K238BL,95.5,FLAGSTAFF,AZ,0.235,0.235,35-14-26,111-35-51,,
KFCE-LP,95.5,WILLS POINT,TX,0.0503,0,32-42-32,96-00-31,,
KRQP-LP,95.5,ARLINGTON,TX,0.058,0,32-44-20,97-05-29,60EC,RITMO 95.5 FM
KVAP-LP,95.5,PORT ARTHUR,TX,0.1,0,29-55-48,93-55-54,,
WUTT-LP,95.5,ERIE,PA,0.055,0,42-03-04,80-07-25,,
WSBB-FM,95.5,DORAVILLE,GA,100,100,33-45-33,84-20-05,844B,95.5 WSB
W238CN,95.5,LANCASTER,KY,0.23,0.23,37-32-18,84-27-11,,WZXI 1280 AM - 94.1 FM - 95.5 FM
WWMV-LP,95.5,MADISON,WI,0.037,0.037,43-03-59,89-30-08,,
K238CB,95.5,AGUILA,AZ,0,0.25,34-41-15,112-07-01,,KQNA 1130 AM  95.5FM  99.9FM
KSGV-LP,95.5,SEAGOVILLE,TX,0.027,0,32-38-19,96-32-28,,
KXEU,95.5,BALLARD,UT,0.89,0.89,40-32-16,109-41-57,,YOUR NETWORK OF PRAISE
KOYH,95.5,ELAINE,AR,6,6,34-21-56,90-38-14,376F,SMILE FM MICHIGAN'S POSITIVE HITS
KCBP,95.5,WESTLEY,CA,6,6,37-26-58,121-11-14,,
KLDI-LP,95.5,LODI,CA,0.1,0.1,38-04-44,121-12-38,,
W239CN,95.5,ST. AUGUSTINE BEACH,FL,0.25,0.25,30-06-14,81-28-11,,WSOS 103.9 FM
W238CU,95.5,UNION CITY,TN,0.25,0.25,36-25-40,89-02-05,,WENK 95.5 FM - 1240AM
W238CV,95.5,AUBURNDALE,FL,0.25,0.25,28-06-49,81-37-23,,LA RAZA 1570
W238CW,95.5,ETOWAH,TN,0.25,0.25,35-19-15,84-30-34,,HOMEGROWN 1220
W238CX,95.5,FINDLAY,OH,0.25,0.25,41-01-23,83-39-23,,WFIN 1330 - 95.5
W238CZ,95.5,ATLANTIC CITY,NJ,0.25,0.25,39-22-35,74-33-44,7CE6,WPG TALK RADIO 104.1-1450
W238DA,95.5,GREEN BAY,WI,0.25,0.25,44-29-36,87-59-13,,THE FAN
K238CH,95.5,EPHRATA,WA,0.25,0.25,47-18-18,119-35-53,,LA ESTACION DE LA FAMILIA
W238DB,95.5,TAZEWELL,VA,0,0.25,37-07-57,81-33-21,,EFFECT RADIO
W238DC,95.5,GREENEVILLE,TN,0.25,0.25,36-10-10,82-50-52,856E,JEWEL 95.5 FM
K238CI,95.5,LEWISTON,ID,0.25,0.25,46-27-48,117-00-05,,TALK RADIO
K238CJ,95.5,EUREKA,CA,0.06,0.06,40-43-35,123-58-31,,DESTINATION RADIO
W238DD,95.5,LANCASTER,NY,0.25,0.25,42-52-58,78-37-55,9329,WXRL-AM 1300 AM & 95.5 FM
W238DE,95.5,SPENCERPORT,NY,0.25,0.25,43-09-51,77-47-02,,WYSL 1040 AM FM92.1 FM 95.5
W238DG,95.5,CANANDAIGUA,NY,0.25,0.25,42-44-47,77-25-34,,CLASSIC COUNTRY WOKR 1310 AM/95.5 FM
W238DH,95.5,PONCE,PR,0,0.25,17-58-52,66-36-49,,NOTI UNO
NEW,95.5,HAZLETON,PA,0.1,0.1,40-57-17,75-58-33,,
WKSX,95.5,EDGEFIELD,SC,6,6,33-47-31,81-57-05,,
NEW,95.5,TULELAKE,CA,0.1,0.1,41-53-25,121-22-29,,
NEW,95.5,NEWPORT,TN,0.037,0.037,35-57-42,83-10-00,,
WJVX-LP,95.5,AMELIA,OH,0.014,0.014,39-01-46,84-13-32,,
WKFH-LP,95.5,ELLWOOD CITY,PA,0.015,0.015,40-52-24,80-14-42,,
NEW,95.5,CALDWELL,IS,0.1,0.1,43-38-51,116-40-11,,
NEW,95.5,DORRIS,CA,0.084,0.084,41-57-58,121-55-12,,
NEW,95.5,NORMAN,OK,0.1,0.1,35-12-22,97-27-51,,
NEW,95.5,MOUNT SHASTA,CA,0.1,0.1,41-18-48,122-18-46,,
NEW,95.5,POWELL,AL,0.023,0.023,34-32-50,85-54-46,,
NEW,95.5,COLLEGE STATION,TX,0.057,0.057,30-36-44,96-20-29,,
KKOK-FM,95.7,MORRIS,MN,100,100,45-36-11,95-53-14,2BDE,NEW 95-7
KKSR,95.7,WALLA WALLA,WA,94,94,45-59-04,118-10-08,2C4D,BIG 95.7
KSSN,95.7,LITTLE ROCK,AR,92,92,34-47-57,92-29-29,1169,KISSIN' 96
WLHT-FM,95.7,GRAND RAPIDS,MI,40,40,43-01-57,85-41-47,727D,MIX 95.7
WFID,95.7,RIO PIEDRAS,PR,50,50,18-16-00,66-05-05,62AF,FIDELITY 95.7
WZID,95.7,MANCHESTER,NH,14.5,14.5,42-59-02,71-35-22,977F,95.7 WZID
K239BO,95.7,NEWPORT,OR,0.145,0.145,44-45-24,124-02-53,,K-SHELL COUNTRY
KJFX,95.7,FRESNO,CA,17.5,17.5,36-56-55,119-29-09,,95.7 THE FOX
WAQX-FM,95.7,MANLIUS,NY,25,25,43-00-25,76-05-38,565F,95 X
WWMJ,95.7,ELLSWORTH,ME,11.5,11.5,44-39-31,68-36-20,A901,I-95
WXRC,95.7,HICKORY,NC,100,100,35-27-16,81-03-46,9320,95.7 THE RIDE
K239DB,95.7,STANLEY,ID,0.205,0.205,44-12-47,114-56-21,,CLASSICAL 24
KQWC-FM,95.7,WEBSTER CITY,IA,25,25,42-28-04,93-47-48,3C7E,Q 95
KLME-FM,95.7,LANGDON,ND,6,6,48-45-18,98-21-38,,CLASSIC ROCK 95.7
KPUR-FM,95.7,CLAUDE,TX,100,100,35-06-16,101-39-28,39B5,95.7 KPUR ARMADILLO
WVKL,95.7,NORFOLK,VA,40,40,36-48-56,76-28-00,8D2B,95.7 R&B
KGMZ-FM,95.7,SAN FRANCISCO,CA,6.9,6.9,37-41-23,122-26-12,2129,95.7 FM THE GAME
WIMX,95.7,GIBSONBURG,OH,3.5,3.5,41-28-19,83-25-05,6B17,MIX 95.7
WQMF,95.7,JEFFERSONVILLE,IN,28.5,28.5,38-08-16,85-56-05,1825,LOUISVILLE'S ROCK STATION
KALF,95.7,RED BLUFF,CA,7,7,39-55-02,122-40-10,,95.7 THE WOLF
WHWL,95.7,MARQUETTE,MI,100,100,46-29-52,87-24-59,696B,WITNESSING HIS WONDERFUL LOVE
WYCM,95.7,ATTICA,IN,3.1,3.1,40-23-02,87-07-55,,Y95
WUKV,95.7,TRION,GA,1.3,1.3,34-28-10,85-17-48,,K-LOVE
WFLO-FM,95.7,FARMVILLE,VA,50,50,37-19-35,78-23-09,FFFF,K-LOVE
WJDK-FM,95.7,SENECA,IL,3,3,41-13-12,88-32-27,6CC4,K COUNTRY 95-7
KROA,95.7,GRAND ISLAND,NE,100,100,40-47-11,98-22-00,3DF9 - 'KRKR',MY BRIDGE RADIO
KLKL,95.7,MINDEN,LA,50,50,32-33-16,93-31-47,,THE RIVER 95.7
WCMB-FM,95.7,OSCODA,MI,25,25,44-40-24,83-31-06,,WCMU PUBLIC RADIO
KBGO,95.7,WACO,TX,24,24,31-30-51,97-11-43,134E,BIG 95
W239AE,95.7,WINCHESTER,TN,0.01,0.01,35-06-02,86-07-22,,BIBLE BROADCASTING NETWORK
WKSS,95.7,HARTFORD-MERIDEN,CT,16.5,16.5,41-33-41,72-50-39,17F6,KISS 95.7
K239AE,95.7,"BUENA VISTA, ETC",CO,0.25,0.25,38-26-48,106-00-38,,NPR FOR SOUTHERN COLORADO
KQSF,95.7,DELL RAPIDS,SD,25,25,43-45-48,96-48-27,3C19,Q 95.7
WDKW,95.7,MARYVILLE,TN,6,6,35-49-53,84-01-25,5DAE,95.7 DUKE FM
WPLV,95.7,NAVARRE,FL,25,25,30-27-01,86-51-59,7D77,K-LOVE
WSEY,95.7,OREGON,IL,3.2,3.2,42-04-19,89-25-08,84B0,SKY 95.7
WCRC,95.7,EFFINGHAM,IL,50,50,39-06-26,88-33-44,5BAC,
WPIG,95.7,OLEAN,NY,43,43,42-02-08,78-26-47,7D1A,SIZZLIN' COUNTRY 95.7 THE BIG PIG
WMRF-FM,95.7,LEWISTOWN,PA,0.31,0.31,40-34-20,77-30-51,,MERF RADIO
WBEN-FM,95.7,PHILADELPHIA,PA,8.9,8.9,40-02-21,75-14-13,57C1,95.7 BEN FM
WBHD,95.7,OLYPHANT,PA,0.6,0.6,41-26-09,75-43-45,5805,HOT 97.1 / 95.7
KWWR,95.7,MEXICO,MO,91,91,39-15-49,92-08-07,4C65,MIX COUNTRY 96
WRIT-FM,95.7,MILWAUKEE,WI,34,34,43-05-24,87-54-55,126F,OLDIES 95.7
KPKR,95.7,PARKER,AZ,6.3,6.3,34-18-39,114-10-08,,95.7 JACK FM
KSWI,95.7,ATLANTIC,IA,20,20,41-26-07,94-50-00,41CC,KS 95.7
KBST-FM,95.7,BIG SPRING,TX,33,33,32-13-13,101-26-25,148B,BEST COUNTRY K BEST 95.7
KJEB,95.7,SEATTLE,WA,98,98,47-32-40,122-06-26,195A,95.7 THE JET
KCGM,95.7,SCOBEY,MT,52,52,48-48-03,105-21-00,,VOICE OF THE PRAIRIES- KCGM
KWKM,95.7,ST. JOHNS,AZ,100,100,34-14-58,109-35-11,,POWER 95.7
K239CF,95.7,TUCSON,AZ,0,0.24,32-14-55,111-06-57,,LA CALIENTE 92.1 Y 95.7
KSEC,95.7,BENTONVILLE,AR,6,6,36-17-54,94-10-21,,LA ZETA 95.7
KGMZ-FM2,95.7,WALNUT CREEK,CA,0,0.186,37-52-54,121-55-05,,95.7 FM THE GAME
KURC-LP,95.7,BASTROP,LA,0.089,0.089,32-45-18,91-57-16,,
K239CB,95.7,TYLER,TX,0.25,0.25,32-22-30,95-16-10,,ALL HIT RADIO KDOK
WVCL-LP,95.7,GALESBURG,IL,0.092,0.092,40-56-13,90-23-42,,
KCHZ,95.7,OTTAWA,KS,96,96,39-00-45,95-01-46,1617,KCMO TALK RADIO
K239BP,95.7,FLYNN,OR,0.016,0.016,44-38-25,123-16-25,,ALL CLASSICAL PUBLIC MEDIA
WVKF,95.7,SHADYSIDE,OH,6.8,6.67,40-03-41,80-45-09,1D25,KISS-FM 95.7
WKBU,95.7,NEW ORLEANS,LA,99.5,99.5,29-55-11,90-01-29,6F3E,ROCKIN THE BAYOU 95.7
KDAL-FM,95.7,DULUTH,MN,100,100,46-47-15,92-07-21,17F7,MY 95.7
WHAL-FM,95.7,HORN LAKE,MS,6,6,35-08-09,89-58-17,,HALLELUJAH 95.7
WHOG-FM,95.7,ORMOND-BY-THE-SEA,FL,48,48,29-14-11,81-04-22,6896,THE HOG 95.7
KUTC,95.7,GUNNISON,UT,3,3,39-19-18,111-46-11,,95.7 THE BOSS
WTGY,95.7,CHARLESTON,MS,6,6,33-53-28,90-03-09,8788,THE SONLIFE RADIO NETWORK
WAYB-FM,95.7,GRAYSVILLE,TN,6,6,35-24-39,85-07-54,,THE SONLIFE RADIO NETWORK
KDRT-LP,95.7,DAVIS,CA,0.099,0.099,38-32-57,121-43-50,,
WBTP,95.7,CLEARWATER,FL,100,100,27-52-01,82-37-26,1949,95.7 THE BEAT
WDOT,95.7,DANVILLE,VT,3.8,3.8,44-24-58,72-03-32,,THE POINT
KLEA,95.7,HOBBS,NM,25,25,32-43-27,103-09-04,2D74,KOOL 95.7
WAFM,95.7,AMORY,MS,6,6,33-58-33,88-29-29,,FM 95
WBHJ,95.7,MIDFIELD,AL,12,12,33-27-37,86-51-07,580B,95.7 JAMZ
KMKO-FM,95.7,LAKE CRYSTAL,MN,6,6,44-03-06,94-17-59,3D44,95-7 THE ROCK STATION
W239CH,95.7,CHARLESTON,WV,0.25,0.25,38-21-26,81-40-05,,CHARLESTON'S NEWSTALK
KBOY-FM,95.7,MEDFORD,OR,60,60,42-27-11,123-03-21,1428,SOUTHERN OREGON'S CLASSIC ROCK
W239CB,95.7,CASHIERS,NC,0.25,0,35-08-06,83-05-49,,
W239CI,95.7,EVANSVILLE,IN,0.25,0.25,37-59-18,87-35-50,8674,95.7 THE SPIN
WPMR-LP,95.7,RUSSELLVILLE,AL,0.013,0.013,34-30-08,87-45-04,,
KLEY-FM,95.7,JOURDANTON,TX,11,11,28-54-57,98-39-39,2D8C,TEJANO 95.7
KKHH,95.7,HOUSTON,TX,95,95,29-34-34,95-30-36,2B25,95.7 THE SPOT
KROK,95.7,SOUTH FORT POLK,LA,25,25,31-03-05,93-16-41,3E5A,CHANNEL 95.7
WLPM-LP,95.7,CHRISTMAS,FL,0.1,0.1,28-32-17,81-07-53,,
KLYN-LP,95.7,LAS VEGAS,NM,0.003,0.003,35-36-16,105-15-35,,
WMTZ-LP,95.7,RUTLAND,VT,0.1,0.1,43-36-27,72-57-22,,WE'RE MARCHING TO ZION
K239BT,95.7,THE VILLAGE,OK,0.25,0.25,35-33-26,97-28-31,D2ED,BOTT RADIO NETWORK
DWGSE-LP,95.7,SEBRING,FL,0.1,0.1,27-30-43,81-26-54,,
K239CJ,95.7,ST. PAUL,MN,0.25,0.25,44-57-28,93-12-23,D21C,LA RAZA 95.7 FM 1400AM/1470AM
W239BX,95.7,ALBION,NY,0.038,0.038,43-15-21,78-11-33,5B70,FAMILY LIFE NETWORK
K239AP,95.7,MISSOULA,MT,0.25,0.25,46-48-08,113-58-24,D2B7,
K239AS,95.7,KIMBERLING CITY,MO,0.14,0.14,36-35-44,93-25-16,,BOTT RADIO NETWORK
KSSX,95.7,CARLSBAD,CA,30,30,32-50-16,117-14-59,1173,JAM'N 95.7
K239CK,95.7,ELK GROVE,CA,0.25,0.25,38-27-12,121-20-55,,RADIO SANTISIMO SACRAMENTO
KDHT,95.7,DENVER,CO,100,100,39-43-59,105-14-12,199D,HITS 95.7
WQPW,95.7,VALDOSTA,GA,32,32,30-42-07,83-06-54,A884,95.7 THE MIX
KPAT,95.7,ORCUTT,CA,3.3,3.3,34-44-30,120-26-45,,95.7 THE BEAT
K239AM,95.7,PALESTINE,TX,0.25,0.25,31-46-22,95-36-59,,ROCK'S GREATEST HITS
W239BC,95.7,NEW BERN,NC,0.055,0.055,35-08-22,77-04-41,,CAROLINA BEACH MUSIC
K239BE,95.7,SIDNEY,NE,0.25,0.25,41-07-52,102-58-20,,CHEYENNE COUNTY COUNTRY
K239CC,95.7,BURLESON,TX,0.25,0.25,32-34-43,97-16-50,,
K239AC,95.7,GARDEN CITY,ID,0.14,0.14,43-30-56,116-19-45,,CSN INTERNATIONAL
K239AU,95.7,DRIGGS,ID,0,0.25,43-43-53,111-21-55,,KZ95 CLASSIC HITS
WQKI-FM,95.7,ORANGEBURG,SC,4,4,33-26-35,80-48-16,,JAMZ 95.7
WRQT,95.7,LA CROSSE,WI,50,50,43-37-57,91-17-06,833F,THE ROCK
KOSY-FM,95.7,ANAMOSA,IA,18,18,42-03-39,91-32-35,36E4,HOT 95.7
K239AV,95.7,STERLING,AK,0,0.25,60-29-19,150-44-43,,KKNI 105.3 FM
K239AY,95.7,MONTPELIER,ID,0.115,0.115,42-19-15,111-17-12,,UTAH PUBLIC RADIO
W239BK,95.7,BATH,NY,0,0.05,42-21-27,77-19-16,,95 96 97 BIGFOOT COUNTRY
WSWW-FM,95.7,CRAIGSVILLE,WV,25,25,38-24-56,80-31-49,8682,LAKE COUNTRY 95.7 3WS
KXLS,95.7,LAHOMA,OK,14,14,36-32-13,98-00-39,4DEC,MY 95.7
W239BA,95.7,NIAGARA FALLS,NY,0.25,0.25,43-01-48,78-55-15,,FAMILY LIFE NETWORK
KZLH-LP,95.7,ZAPATA,TX,0.05,0.05,26-51-13,99-15-15,,
KEZJ-FM,95.7,TWIN FALLS,ID,100,100,42-43-42,114-24-48,1D23,IDAHO COUNTRY
W239BV,95.7,WINCHESTER,VA,0.045,0.045,39-10-38,78-15-53,,CLASSIC COUNTRY 95.7
WSWW-FM1,95.7,SUMMERSVILLE,WV,0.11,0.11,38-16-54,80-52-10,,WJLS NEWS NETWORK
KCOV-LP,95.7,GILLETTE,WY,0.1,0.1,44-17-22,105-30-01,,
WRDI,95.7,NAPPANEE,IN,2.5,2.5,41-26-58,86-04-30,81E2,RELEVANT RADIO
W239BT,95.7,GLASGOW,KY,0.25,0.25,36-57-34,86-00-08,,NASH ICON 103.7
WLDM-LP,95.7,SANITARIA SPRINGS,NY,0.095,0.095,42-09-18,75-51-37,,
WIOL-FM,95.7,WAVERLY HALL,GA,6,6,32-41-54,84-44-09,,95.7 ESPN
WCCK,95.7,CALVERT CITY,KY,3.5,3.5,37-06-47,88-21-34,,K 95.7
K239CP,95.7,GRAND JUNCTION,CO,0.25,0.25,39-03-59,108-44-43,,95.7 THE MONKEY
WVQC-LP,95.7,CINCINNATI,OH,0.028,0,39-07-36,84-29-57,,RADIO FREE QUEEN CITY
WHIO-FM,95.7,PLEASANT HILL,OH,50,50,40-13-03,84-17-37,6802,AM1290 AND NEWS 95.7 WHIO
KQLZ,95.7,NEW ENGLAND,ND,27.5,27.5,46-43-31,102-55-00,,I-94 DRIVIN' COUNTRY
W239BF,95.7,ROCHESTER,NY,0.25,0.25,43-10-37,77-28-39,82FA,95.7 THE FAN
K239BG,95.7,GRAND FORKS,ND,0.25,0.25,47-55-53,97-02-34,,ROCK 95
WNNN-LP,95.7,NOXAPATER,MS,0.073,0.073,32-59-45,89-05-08,,
WKXN,95.7,FORT DEPOSIT,AL,2.1,2.1,31-56-52,86-42-09,7173,THE BIG KD!
WSCM,95.7,BALDWIN,WI,4,4,44-56-33,92-25-00,,ST. CROIX COUNTRY 95.7 FM
K239BJ,95.7,CHANUTE,KS,0,0.25,37-15-57,95-42-17,,THE GOSPEL STATION
W239BL,95.7,POUGHKEEPSIE,NY,0.25,0.25,41-41-58,74-00-11,,101.5 WPDH - THE HOME OF ROCK & ROLL
WKML,95.7,LUMBERTON,NC,100,100,34-46-49,79-02-45,7053,TODAY'S COUNTRY
KRCO,95.7,PRINEVILLE,OR,100,100,44-04-40,121-19-53,0009,95.7 THE RANCH
KPCL,95.7,FARMINGTON,NM,100,100,36-41-46,108-13-13,,KPCL 95.7 THE PASSION
W239CL,95.7,GOLDEN GATE,FL,0,0.25,26-20-30,81-42-38,,MAXIMA 97.3 & 95.7
KKAJ-FM,95.7,DAVIS,OK,50,50,34-23-50,96-55-17,F088,TEXOMA COUNTRY
KYBE,95.7,FREDERICK,OK,25,25,34-24-53,99-14-48,4F7E,THE COYOTE
W239BQ,95.7,ELMIRA,NY,0.25,0.115,42-07-51,76-47-26,,WINK 106
K239AL,95.7,COOS BAY,OR,0.25,0.25,43-21-15,124-14-34,,THE TEE 94.9 & 95.7
WFKX,95.7,HENDERSON,TN,6,6,35-38-37,88-46-24,62F7,96 KIX
K239CL,95.7,SPOKANE,WA,0.21,0.21,47-35-58,117-17-57,50E5,WORSHIP 24/7
K239BB,95.7,BAKERSFIELD,CA,0.25,0.25,35-26-43,119-12-35,,
KNNA-LP,95.7,LINCOLN,NE,0.1,0,40-45-28,96-39-50,,
WHNJ,95.7,BIG PINE KEY,FL,12.5,12.5,24-40-36,81-30-39,687F,
K239CH,95.7,COLORADO SPRINGS,CO,0.099,0.099,38-48-37,104-52-53,,POWERTALK 1040AM
K239BV,95.7,WAIMEA,HI,0.11,0.11,19-43-15,155-55-16,,HPR 1
K239CN,95.7,WATSONVILLE,CA,0,0.037,37-03-28,121-46-30,,KSCO AM 1080 AND FM 104.1
W239CM,95.7,MORGANTOWN,WV,0.25,0.25,39-32-44,79-55-58,,THE MOUNTAINEER TICKET
W239CE,95.7,SELINSGROVE,PA,0.019,0.019,40-50-30,76-53-57,,WVIA PUBLIC RADIO
WROF-LP,95.7,FLOYD,VA,0.002,0.002,36-55-42,80-24-59,,
WQAR-LP,95.7,ADDISON,MI,0.0699,0,41-59-16,84-20-31,,DTHE PANTHER
K239CE,95.7,BORREGO SPRINGS,CA,0.004,0.004,33-14-39,116-22-30,,RADIO CADENA MANANTIAL
W239CG,95.7,TALLAHASSEE,FL,0.25,0.25,30-29-17,84-16-47,,BIG D COUNTRY 101.9
KBFA-LP,95.7,WEST MONROE,LA,0.073,0.073,32-30-31,92-13-41,,
KCJP-LP,95.7,EL CENTRO,CA,0.025,0.025,32-47-39,115-33-12,,
KMFH-LP,95.7,OSKALOOSA,IA,0.1,0,41-17-39,92-38-32,,
K239BM,95.7,BROWNSVILLE,TX,0.024,0.024,25-57-50,97-31-09,,RADIO MANANTIAL
K239BN,95.7,IDAHO FALLS,ID,0.102,0.102,43-21-06,112-00-29,,K-LOVE
WRXA-LP,95.7,ROCKY MOUNT,VA,0.1,0,36-59-41,79-54-00,,ROCKY MOUNT COMMUNITY RADIO
WLXL-LP,95.7,LEXINGTON,KY,0.0603,0,38-03-59,84-32-12,,
KWSK-LP,95.7,CASON,TX,0.1,0.1,33-03-37,94-48-08,,
KOWN-LP,95.7,OMAHA,NE,0.0135,0,41-17-13,96-00-14,3741,95.7 THE BOSS
W239AC,95.7,MIDDLETOWN,NY,0.14,0.14,41-27-25,74-26-24,,101.5 WPDH - THE HOME OF ROCK & ROLL
WELT-LP,95.7,FORT WAYNE,IN,0.1,0,41-06-56,85-06-42,,
WLHF-LP,95.7,CHAMPAIGN,IL,0.033,0,40-06-39,88-14-34,,EWTN
WNKQ-LP,95.7,KISSIMMEE,FL,0.022,0.022,28-22-02,81-23-12,7810,VARIETY IN MUSIC
WSGD-LP,95.7,LEHIGH ACRES,FL,0.0224,0,26-37-34,81-46-07,,
KETI-LP,95.7,CHOTEAU,MT,0.039,0.039,47-39-27,112-04-13,,LIFETALK RADIO
KRRH-LP,95.7,EDINBURG,TX,0.033,0,26-18-42,98-08-35,,
WROE-LP,95.7,ROANOKE,VA,0.1,0,37-15-25,79-59-25,,
KYNC-LP,95.7,SACHSE,TX,0.016,0,33-00-07,96-22-20,A5B4,
KVPM,95.7,ARVIN,CA,1.45,1.45,35-00-38,119-00-52,,"OLD SCHOOL, NEW SCHOOL"
W239CK,95.7,RALEIGH,NC,0.25,0.25,35-42-50,78-49-04,D382,THAT STATION
W239DB,95.7,MONMOUTH,IL,0.25,0.25,40-55-19,90-39-07,,CLASSIC COUNTRY 1330
K239CI,95.7,NORTH PLATTE,NE,0.25,0.25,41-07-56,100-45-39,,KING JESUS LIVES TODAY
KZUL-FM,95.7,LAKE HAVASU CITY,AZ,0.23,0.23,34-33-06,114-11-37,,KAZUAL 104.5
K239BR,95.7,POCATELLO,ID,0,0.25,42-51-57,112-30-44,,K-LOVE
WRMA,95.7,NORTH MIAMI BEACH,FL,17,17,25-45-48,80-11-26,82C4,RITMO 95.7 CUBATION Y MAS
W239CY,95.7,PATCHOGUE,NY,0.25,0.25,40-45-14,72-59-12,,RADIO CANTICO NUEVO
W239DC,95.7,STANTON,KY,0.022,0.022,37-52-58,83-52-56,,MOUNTAIN GOSPEL
K239CQ,95.7,CAPE GIRARDEAU,MO,0.25,0.25,37-21-45,89-31-19,,KAPE RADIO 100.3 AND 1550 KAPE
K239CR,95.7,INDIANOLA,IA,0.25,0.25,41-33-22,93-36-05,,QUE BUENA 106.9
K239CS,95.7,SUNNYSIDE,WA,0.25,0.25,46-19-49,120-02-14,,LA ESTACION DE LA FAMILIA
W239CP,95.7,MONTICELLO,KY,0.25,0.25,36-48-36,84-50-49,,WFLW 95.7 FM
W239CQ,95.7,PORTSMOUTH,OH,0.25,0.25,38-48-22,82-59-56,,SPORTSMOUTH 1260
K239CU,95.7,SALEM,MO,0.25,0.25,37-37-32,91-32-05,,YOUR OZARK INFORMATION SOURCE
W239CR,95.7,AMBRIDGE,PA,0.25,0.25,40-35-08,80-12-10,,
W239CS,95.7,YORK,PA,0.2,0.2,40-04-32,76-48-03,,HOLY FAMILY RADIO
K239CX,95.7,PORT ALLEN,LA,0.14,0.14,30-21-59,91-12-47,D22B,HEAVEN 1460
K239CY,95.7,BLAINE,WA,0.045,0.045,48-59-48,122-38-52,11C2,AM 550
W239CU,95.7,SAUK RAPIDS,MN,0.25,0.25,45-36-20,94-08-20,,THE BEAR 95.7FM - 660AM
W239CW,95.7,MOBILE,AL,0.25,0.25,30-41-17,87-47-54,,MOBILE`S CHRISTIAN VOICE
W239CO,95.7,CHATTANOOGA,TN,0,0.065,35-04-43,85-21-50,,VALLEY'S MUSIC STATION
W239AZ,95.7,ASHLAND,OH,0.08,0.08,40-51-39,82-16-46,,NPR & CLASSICAL MUSIC
NEW,95.7,WATERLOO,IA,0.1,0.1,42-30-51,92-21-23,,
NEW,95.7,ASHEVILLE,NC,0.1,0.1,35-35-02,82-37-54,,
KZSX-LP,95.7,CHERRY VALLEY,CA,0.1,0.1,33-58-46,116-57-27,,X 95.7
NEW,95.7,TERRELL,TX,0.1,0.1,32-44-27,96-18-16,,
NEW,95.7,JACKSONVILLE,FL,0.1,0.1,30-28-27,81-37-02,,
NEW,95.7,HARRISBURG,PA,0.1,0.1,40-14-38,76-50-37,,
NEW,95.7,MCCLOUD,CA,0.1,0.1,41-15-12,122-08-11,,
NEW,95.7,NEWCASTLE,CA,0.018,0.018,38-52-51,121-07-36,,
NEW,95.7,GODDARD,KS,0.004,0.004,37-38-55,97-36-21,,
NEW,95.7,NEWTON,KS,0.034,0.034,38-02-47,97-21-02,,
WPFH-LP,95.7,PORT CHARLOTTE,FL,0.1,0.1,26-58-50,82-04-04,,
WLKX-FM,95.9,FOREST LAKE,MN,6,6,45-17-40,93-04-22,,BOB TOTAL COUNTRY
K240AP,95.9,PIERCE,ID,0.045,0,46-29-30,115-47-30,,CLEARWATER COUNTRY
W241CM,95.9,CORTLAND,NY,0.05,0.05,42-34-26,76-11-16,,MARS HILL NETWORK
KBRA,95.9,FREER,TX,0.19,0,27-51-17,98-35-49,145E,NEWSTALK 95.9
KRSL-FM,95.9,RUSSELL,KS,1.35,1.35,38-54-22,98-51-39,3EC3,KRSL 95.9
WBEC-FM,95.9,PITTSFIELD,MA,1,1,42-24-44,73-17-05,57B6,LIVE 95-9
K240BO,95.9,KINGMAN,AZ,0.082,0,35-05-39,113-54-18,,KASUAL 104.5
K240AW,95.9,BURNS,OR,0.05,0,43-34-10,119-06-45,,NEW LIFE RADIO
KQCL,95.9,FARIBAULT,MN,6,6,44-21-25,93-11-31,3A7F,POWER 96
